,Open,High,Low,Close
,30287.37,30357.96,30273.62,30322.12
,30391.48,30591.55,30363.37,30582.6
,30616.53,30692.45,30519.14,30658.77
,30466.82,30575.83,30393.72,30434.79
,30539.65,30712.35,30338.52,30464.92
,30638.88,30712.15,30516.87,30570.97
,30553.89,30610.64,30316.92,30365.25
,30446.77,30534.15,30247.6,30301.64
,30374.81,30793.43,30352.26,30750.03
,30765.77,31074.07,30745.57,31028.21
,30944.38,31214.39,30869.9,31109.28
,31111.73,31220.38,31064.04,31159.4
,31222.51,31255.28,31107.48,31145.8
,31117.09,31213.12,31062.02,31137.59
,31205.37,31332.56,31190.4,31273.29
,31274.74,31355.42,31198.22,31309.49
,31420.85,31430.32,31172.55,31190.56
,31252.71,31346.99,31172.98,31271.28
,31316.91,31354.51,31193.77,31213.36
,31196.86,31289.99,31087.28,31262.06
,31225.43,31225.43,31044.28,31095.7
,31091.1,31260.77,31062.34,31103.49
,31147.69,31190.36,31054.94,31155.91
,31222.89,31229.44,31026.48,31075.73
,31160.47,31182.73,31017.18,31056.4
,31168.98,31362.15,31163.35,31311.57
,31392.53,31392.53,31261.49,31297.53
,31302.18,31336.44,31193.61,31283.64
,31351.53,31522.87,31255.63,31290.74
,31352.57,31365.39,31110.39,31138.21
,31194.68,31294.96,30847.08,30958.25
,30988.87,31000.48,30798.7,30834.32
,30910.97,31097.92,30794.61,30857.52
,30824.97,30965.45,30680.66,30921.61
,31156.04,31258.33,31017.11,31221.62
,31331.21,31353.46,31166.37,31209.79
,31272.72,31284.64,31177.78,31245.56
,31298.42,31460.7,31264.86,31369.34
,31373.52,31426.29,31286.62,31360.63
,31510.62,31768.39,31471.41,31715.64
,31789.5,31885.11,31718.48,31747.09
,31813.24,31865.69,31731.43,31804.82
,31896.23,32091.52,31892.63,32037.38
,32099.93,32109.75,31897.87,32020.75
,32053.98,32131.92,32037.21,32074.78
,31775.54,31911.61,31626.44,31710.99
,31882.8,31978.89,31793.72,31955.35
,32033.82,32057.12,31859.5,31904.4
,32035.88,32062.23,31808.93,32028.89
,32100.22,32320.86,32058.33,32245.87
,32350.71,32374.3,32196.86,32228.27
,32255.99,32413.63,32226.08,32382.46
,32519.44,32672.66,32325.33,32383.3
,32381.36,32381.36,32104.66,32309.88
,32412.2,32546.5,32324.45,32514.94
,32579.8,32632.02,32462.25,32575.17
,32641.58,32686.48,32394.89,32476.74
,32502.55,32502.55,32194.58,32237.88
,32191.12,32352.19,32107.99,32325.41
,32377.8,32396.14,32235.82,32273.67
,32341.05,32354.77,31915.2,32014.19
,31926.14,31967.28,31731.91,31797.84
,31750.73,31756.27,31422.8,31531.33
,31355.92,31379.2,31128.02,31213.59
,31299.52,31526.4,31298.9,31449.03
,31566.24,31805.99,31399.35,31770.89
,31919.17,31937.51,31714.1,31795.46
,31729.88,31729.88,31349.13,31524.68
,31609.93,31641.81,31220.53,31258.85
,31393.93,31484.28,31241.5,31291.85
,31407.47,31593.39,31379.25,31568.01
,31673.44,31678.19,31546.05,31596.06
,31756.87,31809.7,31701.67,31750.82
,31724.84,31739.8,31360.81,31388.39
,31534.57,31727.98,31533.02,31646.46
,31685.44,31757.18,31551.85,31730.49
,31769.34,31944.1,31707.27,31892.23
,31932.2,31932.2,31560.32,31702.25
,31755.16,31863.47,31674.23,31809.55
,31713.5,31727.85,31586.53,31661.97
,31738.74,31814.96,31620.44,31662.74
,31694.15,31763.7,31619,31687.52
,31798.31,31952.87,31797.89,31882.16
,32029.15,32172.46,31950.24,32158.66
,32188.95,32348.3,32126.77,32186.41
,32289.26,32328.61,32186.84,32241.93
,32207.63,32356.11,32138.38,32272.61
,32361.37,32508.06,32361.25,32423.76
,32522.44,32524.11,32358.63,32402.37
,32467.1,32499.88,32383.82,32400.51
,32406.42,32462.61,32164.42,32370.04
,32339.5,32342.81,31886.09,31922.44
,31986.4,32016.52,31474.56,31626.63
,31685.81,31693.59,31455.65,31599.76
,31785.24,31797.46,31100.8,31159.81
,31216.36,31340.91,31081.83,31282.48
,31367.25,31523.87,31243.71,31283.72
,31537.81,31615.28,31440.48,31497.38
,31522.17,31752.16,31457.78,31671.71
,31725.85,31772.41,31562.25,31592.03
,31633.34,31844.28,31632.81,31814.22
,31862.2,31935.63,31781.75,31846.89
,31910.82,31994.77,31896.9,31924.41
,31975.59,32098.46,31769.4,31833.99
,31887.47,32209.03,31813.67,32182.22
,32247.74,32508.59,32247.74,32432.69
,32488.23,32687.32,32445.43,32633.64
,32654.41,32699.86,32556.74,32609.16
,32518.56,32670.32,32462.85,32584.35
,32656.75,32663.06,32319.37,32389.96
,32411.86,32614.89,32312.74,32506.72
,32619.26,32670.37,32502.08,32607.34
,32995.28,33117.33,32804.6,33042.5
,33025.17,33196.17,32835.06,33147.13
,33228.32,33286.51,33109.41,33157.22
,33260.1,33340.17,33206.93,33266.16
,33254.93,33294.3,33164.28,33213.13
,33344.23,33651.52,33340.62,33600.27
,33615.84,33657.57,33527,33573.22
,33667.34,33733.71,33531.94,33685.56
,33710.15,33848.42,33582.38,33731.19
,33781.01,33865.95,33341.82,33370.76
,33417.35,33484.7,33157.68,33218.81
,33376.62,33463.8,33111.54,33250.93
,33235.75,33380.42,33108.09,33314.56
,33397.41,33417.3,32999.98,33033.56
,32990.03,33126.55,32907.11,32941.87
,32944.94,32944.94,32683.59,32760.44
,32829.82,33165.15,32829.82,33106.82
,33388.47,33520.82,33278.91,33342.8
,33365.84,33449.53,33288.21,33359.9
,33438.28,33625.05,33437.61,33478.35
,33569.07,33654.53,33465.23,33561.55
,33575.91,33670.19,33468.3,33588.08
,33670,33738.53,33639.98,33679.24
,33640.51,33745.17,33540.46,33724.44
,33726.65,33770.15,33576.65,33618.59
,33664.27,33728.81,33553.12,33602.76
,33542.5,33576.2,33108.72,33149.35
,33247.66,33300.81,32797.78,32832.94
,32968.02,33008.47,32785.76,32869.72
,32814.03,32893.05,32682.52,32802.44
,32798.5,32804.75,32565.16,32597.18
,32615.05,32992.45,32598.12,32949.21
,33034.2,33285.68,33034.2,33250.3
,33317.72,33535.97,33313.17,33455.79
,33426.59,33458.41,33179.75,33227.99
,33229.73,33404.26,32988.82,33053.04
,33114.69,33321.52,32886.93,33246.7
,33456.02,33621.96,33405.82,33462.97
,33364.52,33801.9,32595.63,33601.68
,33732.08,33862.07,33666.62,33836.74
,33928.59,33956.31,33754.94,33777.38
,33826.25,33860.99,33707.8,33756.28
,33768.47,33964.28,33767.73,33940.3
,33980.76,34061.88,33889.75,34010.61
,34087.32,34137.97,33839.51,33911.81
,33928.86,34023.65,33752.03,33848.03
,33889.39,34086.05,33889.39,34056.83
,34059.99,34101.13,33766.15,33812.75
,33913.55,33964.14,33703.37,33812.26
,33929.61,33998.37,33765.43,33793.38
,33912.49,33995.4,33802.13,33969.64
,34021.27,34188.85,34020.84,34153.85
,34216.33,34385.67,34216.33,34352.79
,34431.61,34488.03,34343.41,34443.19
,34538.78,34565.63,34311.63,34433.07
,34471.48,34558.88,34400.61,34503.49
,34578.99,34638.42,34342.16,34592.39
,34687.21,34963.69,34687.21,34843.51
,34877.71,34936.03,34735.55,34771.05
,34753.8,35118.61,34700.82,35081.82
,35366.45,35507.36,35166.44,35260.29
,35339.11,35542.17,35221.16,35511.58
,35613.97,35827.7,35544.68,35798.01
,35868.19,36170.83,35863.98,36139.98
,36161.62,36268.19,36036.51,36161.64
,36208.39,36247.02,35823.35,36050.44
,36106.36,36443.98,36093.36,36283.25
,36277.12,36291.82,35993.41,36033.73
,35951.64,36050.69,35818.41,35965.02
,36048.99,36256.83,35501.74,35906.66
,35707.6,35738.13,35006.41,35066.75
,34718.85,34874.17,34520.8,34757.16
,33753.78,34521.01,33482.81,34195.94
,34563.3,34666.33,34008.42,34082.71
,34208.11,34634.35,34108.76,34413.16
,34002.45,34070.73,33849.65,34005.76
,34203.34,34351.34,34115.12,34300.47
,34436.98,34473.43,34028.68,34155.95
,34207.57,34535.08,34186.01,34297.47
,34411.24,34508.24,33957.33,34010.76
,34053.95,34122.96,33554.37,33774.66
,33913.94,33960.95,33657.89,33703.59
,33813.83,33911.36,33702.5,33844.86
,33817.09,33868.74,33691.42,33819.5
,33832,34167.6,33832,34142.15
,34225.72,34483.39,34225.72,34445.75
,34558.56,34610.79,34314.87,34346.39
,34155.63,34302.74,34076.45,34184.04
,34141.22,34278.63,34015.79,34046.94
,34034.28,34034.28,33653.41,33746.78
,34047.43,34060.13,33209.76,33317.2
,33279.39,33331.21,32991.14,33033.09
,33244.52,33439.97,33037.48,33351.57
,33465.05,33519.49,33256.42,33307.14
,33468.16,33962.48,33468.16,33917.94
,33818.22,34077.32,33722.96,33856.78
,33733.55,33875.15,33580.69,33835.74
,33843.47,33866.28,33637.28,33685.54
,33685.86,33691.32,33119.92,33176
,33268.97,33275.79,32856.54,32923.12
,32876.48,33102.74,32810.86,32996.76
,33090.82,33354.93,33070.53,33136.18
,33206.99,33281.77,32963.31,33006.27
,32650.89,32720.03,32483.84,32596.54
,32536.44,33115.41,32515.17,33066.41
,33172.98,33371.04,33077.13,33174.39
,33098.09,33104.11,32917.66,32968.68
,33030.87,33289.34,32997.88,33255.36
,33197.42,33402.94,33153.83,33370.63
,33437.52,33505.53,32972.56,33019.07
,33289.96,33637.46,33267.86,33596.8
,33608.59,33697.51,33501.37,33626.97
,33653.61,33846.5,33578.91,33788.54
,33880.11,33949.98,33813.3,33880.25
,33970.35,33981.54,33750.74,33940.44
,33987.55,34177.44,33924.88,34101.13
,34167.53,34313.14,34103.53,34192.65
,33944.73,34341.46,33899.34,34305.43
,34381.8,34434.14,34229.83,34395.06
,34443.42,34591.81,34270.04,34331.68
,34403.67,34478.82,34358.91,34427.29
,34434.14,34487.33,34311.29,34415.58
,34493.69,34663.95,34259.27,34450.77
,34491.38,34706.71,34465.49,34616.64
,34593.17,34631.27,34400.56,34501.27
,34532.95,34747.97,34505.62,34713.6
,34747.04,35065.37,34744.73,34969.7
,35021.2,35213.3,35004,35160.36
,35328.91,35357.15,35072.42,35176.42
,35257.31,35257.31,35020.08,35103.14
,35144.96,35206.55,34847.61,34915.38
,34983.59,35259.81,34977.74,35208.14
,35349.85,35388.87,35136.01,35216.32
,35198.08,35404.83,35134.2,35319.35
,35353.96,35500.76,35203.85,35246.27
,35287.99,35596.15,35262.06,35535.79
,35555.83,35642.72,35456.56,35556.71
,35537.85,35993.53,35497.92,35543.94
,35452.35,35543.89,35241.63,35387.88
,35483.62,35510.01,35087.82,35149.12
,35143.59,35163.11,34821.62,34848.3
,34873.16,34973.95,34593.82,34616.13
,34601.49,34754.6,34550.22,34651.24
,34656.63,34668.47,34302.89,34344.91
,34404.14,34741.46,34367.83,34663.11
,34753.47,35017.93,34700.52,34924.87
,35074.32,35240.96,35006.5,35165.48
,35213.14,35234.14,34922.18,34949.24
,34876.13,35017.45,34735.11,34906.11
,35083.81,35416.03,34926.08,35322.38
,35373.98,35438.22,35177.35,35227.26
,35503.24,35555.59,34982.25,35011.89
,35029.45,35073.12,34784.68,34903.21
,34932.49,35230.54,34896.37,35178.88
,35278.38,35628.49,35278.38,35463.08
,35406.47,35484.94,35260,35443.67
,35472.59,35704.84,35444.49,35483.47
,35525.3,35743.08,35479.07,35692.52
,35835.44,35877.41,35715.96,35739.16
,35743.1,35749.88,35488.55,35599.82
,35656.26,35675.2,35419.68,35622.14
,35698.43,35721.55,35518.73,35548.26
,35552.47,35552.47,35249.06,35286.74
,35329.61,35571.37,35329.51,35547.33
,35644.05,35678.69,35396.97,35432.39
,35428.42,35741.26,35344.49,35689.6
,35783.75,35806.97,35430.11,35470.35
,35355.72,35616.64,35338.09,35490.04
,35543.89,35618.85,35154.21,35217.11
,35207.19,35282.4,34937.15,35037.64
,35128.16,35459.05,35099.65,35423.48
,35545.22,35578.24,35106.57,35264.41
,35344.21,35445.21,35195.63,35378.6
,35385.52,35667.31,35309.67,35645.4
,35703.17,35748.26,35517.79,35574.55
,35543.66,35799.71,35532.21,35657.86
,35835.1,35977.37,35779.72,35934.72
,36068.27,36274.33,36019.63,36239.62
,36299.26,36362.3,36169.7,36265.93
,36424.23,36699.53,36422.08,36548.41
,36635.14,36740.07,36501.61,36541.63
,36658.71,36658.71,36298.94,36323.77
,36390.99,36549.55,36261.78,36519.96
,36722.41,36747.87,36320.92,36373.44
,36509.08,36515.58,36279.33,36351.23
,36377.03,36567.34,36335.61,36496.37
,36501.05,36749.69,36491.83,36718.6
,36859.39,36902.06,36709.72,36825.1
,36928.06,36947.18,36803.15,36858.23
,36928.38,37061.62,36852.53,36984.64
,37253.86,37368.62,37134.88,37336.85
,37491.39,37533.5,37292.45,37494.4
,37534.95,37644.59,37298.75,37606.58
,37643.87,37711.87,37432.91,37521.62
,37529.69,37529.69,37128.99,37165.16
,37327.16,37582.27,37319.61,37556.16
,37714.7,37805.25,37643.29,37691.89
,37849.21,37876.87,37586.88,37665.8
,37756.24,37931.42,37641.4,37887.56
,37994.51,38076.23,37939.28,38024.37
,38050.07,38051.45,37815.75,37869.23
,37693.19,37799.54,37559.26,37644.9
,37749.59,37932.4,37689.71,37852
,37796.01,37891.92,37634.13,37663.56
,37898.6,38022.32,37840.16,37947.88
,38075.07,38340.69,38050.69,38278.75
,38360.32,38402.96,38213.87,38285.75
,38416.65,38487.63,38227.36,38336.76
,38366.79,38429.5,38172.77,38251.8
,38472.03,38736.88,38416.73,38694.11
,38814.76,38938.91,38760.58,38896.63
